"LIBRARYREFERENCE","FOOTPRINT1","AUTOR","COMMENT","EMPRESA","FABRICANTE","FECHA","NAME","URL","SHEETPART","DESIGNATOR","DESCRIPTION"
"TPD2E001DRLR","SOP5(6)","ROUX, Federico G.","TPD2E001DRLR","Neróx","Texas Instruments","16/06/2011","TPD2E001DRLR","www.ti.com","*","U?","TPD2E001DRLR ESD-PROTECTION"
