"LIBRARYREFERENCE","FOOTPRINT1","FOOTPRINT2","COMMENT","SHEETPART","DESIGNATOR","DESCRIPTION"
"MSP430F5529","QFP14x14-G80/N","PN080","MSP430F5529","*","U?","TI Mixed Signal Controller"
